id,rank,name,genre_id,genre_name,title,last_build_date,item_code,item_price,review_count,review_average,shop_code,shop_name
1,1,【送料無料】クリスタルガイザー(500mL*48本入)【クリスタルガイザー(Crystal Geyser)】[ミネラルウォーター 水 最安値挑戦中 激安]【RCP】,559887,水・ソフトドリンク,,,soukai:10161566,1680.0,39075,4.73,soukai,爽快ドラッグ
2,2,クリスタルガイザー ミネラルウォーター 500ml×48本(正規輸入品 エコポコボトル)シャスタ産[シャスタ水源 水 ケンコーコム ],559887,水・ソフトドリンク,,,,,,,,
3,4,ポイント10倍送料無料約200杯分入！怒涛の珈琲豆セット(2セットでお菓子付)[G500×4]【RCP】コーヒー・コーヒー豆セット　最高級のコーヒーです。/グルメコーヒー豆専門加藤珈琲店【RCP】,502129,水・ソフトドリンク,,,gourmetcoffee:10001806,1999.0,20311,4.6,gourmetcoffee,グルメコーヒー豆専門！加藤珈琲店
4,3,クリスタルガイザー(500mL*48本入*2コセット)【クリスタルガイザー(Crystal Geyser)】[ミネラルウォーター 水 激安]【送料無料】【RCP】,559887,水・ソフトドリンク,,,soukai:10208941,3180.0,6290,4.74,soukai,爽快ドラッグ
5,5,クリスタルガイザー（500mL×48本）【送料無料】（CRYSTAL GEYSER・海外名水・お水 ドリンク水・ミネラルウォータークリスタルガイザー 500ml　クリスタルガイザー）【D】 【マラソン201310_最安値挑戦】 【1129dr_co】【RCP】,201363,水・ソフトドリンク,,,,,,,,
6,5,ポイント10倍　【澤井珈琲】送料無料　最高級プレミアムブルマンブレンドどっさり150杯分！,502129,水・ソフトドリンク,,,sawaicoffee-tea:10001599,2999.0,7649,4.69,sawaicoffee-tea,澤井珈琲Beans＆Leaf
7,8,ポイント10倍　【澤井珈琲】1分で出来る コーヒー専門店のドリップバッグ福袋　グルメ大賞2012受賞福袋,506539,水・ソフトドリンク,,,sawaicoffee-tea:10000015,2999.0,23699,4.68,sawaicoffee-tea,澤井珈琲Beans＆Leaf
8,7,しゃちブレンド・プレミアムブレンド珈琲2kg入セット(鯱×4)【RCP】,204914,水・ソフトドリンク,,,gourmetcoffee:10004120,2999.0,486,4.7,gourmetcoffee,グルメコーヒー豆専門！加藤珈琲店
9,9,お茶屋さんが選んだ水 天然水 2L×12本,506532,水・ソフトドリンク,,,cocodecow:10058666,1078.0,2774,4.64,cocodecow,ココデカウ
10,11,クリスタルガイザー（500mL×48本入り）【送料無料】【CRYSTAL GEYSER】【D】（飲料水海外名水ミネラルウォーターお水ドリンク水500ml 48本入り 24本入り×2ケースセット）【RCP】【1129dr_co】,559887,水・ソフトドリンク,,,kurashikenkou:10017081,1580.0,6850,4.56,kurashikenkou,暮らし健康ネット館
11,13,★楽天ランキング1位★母乳不足対策ハーブティー【AMOMA ミルクアップブレンド】30ティーバッグ【2袋で送料無料】関連ワード: 母乳 ハーブティー 授乳期 相談室 母乳不足 母乳育児 安産 ママ ハーブ お茶 ノンカフェイン 粉ミルク 完母 飲み物,201447,水・ソフトドリンク,,,amoma:10000029,1995.0,4282,4.15,amoma,AMOMA natural care
12,14,【澤井珈琲】　ポイント10倍　送料無料！コーヒー専門店の200杯分入り超大入コーヒー福袋（コーヒー/コーヒー豆/珈琲豆）【最安値チャレンジ1201-3】【smtb-t】【YDKG-t】,201405,水・ソフトドリンク,,,sawaicoffee-tea:10001136,1999.0,14418,4.68,sawaicoffee-tea,澤井珈琲Beans＆Leaf
13,13,【送料無料】コントレックス1.5L 12本【販売：楽天24】【HLS_DU】【楽ギフ_包装選択】,,,,,,,,,,
14,20,(年末セール)『送料無料！』（北海道・沖縄・離島は除く）サントリー 緑茶 伊右衛門 特茶 500mlペットボトル（24本入り1ケース）イエモン 特定保健用食品 特保 トクホ,559948,水・ソフトドリンク,,,aburajin:10006227,3648.0,4,5.0,aburajin,あぶらじん楽天市場店
15,6,【澤井珈琲】　送料無料　ポイント10倍　超赤字価格　32周年記念マイルドブレンド100杯分福袋,201410,水・ソフトドリンク,,,sawaicoffee-tea:10001707,1000.0,1164,4.63,sawaicoffee-tea,澤井珈琲Beans＆Leaf
16,19,【あす楽対応】【22日9：59まで！3ケースご購入　エントリー＆レビューで500ポイントプレゼント】【地域限定送料無料】【放射能検査済】2L 水 【日時指定OK】熊野古道水　2リットル12本 非常災害備蓄用 天然水 ミネラルウォーター【HLS_DU】最安値挑戦中　最安【RCP】,506534,水・ソフトドリンク,,,childhoodpepit:10003105,1280.0,2640,4.71,childhoodpepit,ちゃいるどふっどぷち
17,26,【2ケースで送料無料】ウィルキンソン タンサン（500ml×24本入）【アサヒ】【炭酸水】【常温】【ドリンク】【RCP】,506538,水・ソフトドリンク,,,kamenosuke:10015881,1776.0,1072,4.79,kamenosuke,亀のすけ
18,18,年に一度のクリスマス福袋2013　（コーヒー、コーヒー豆、珈琲、珈琲豆）,502129,水・ソフトドリンク,,,,,,,,
19,17,炭酸水 500ml×24本 KUOS-クオス炭酸 水 九州産 天然湧水使用 天然水 国産 軟水 スパークリングウォーター　ペットボトル プレーン 保存料なし 炭酸飲料 カロリーゼロ 1ケースから全国一律送料無料【02P13Dec13】,302963,水・ソフトドリンク,,,otogino:10042289,1650.0,7385,4.55,otogino,おとぎの国
20,12,クリスタルガイザー　1ケース（500ml×48本）【送料無料】,559887,水・ソフトドリンク,,,mrmax:10065281,1584.0,1266,4.63,mrmax,MrMax
21,18,コントレックス(1.5L*12本入*2コセット)【コントレックス(CONTREX)】[ミネラルウォーター 水 激安]【送料無料】【RCP】,408228,水・ソフトドリンク,,,soukai:10208940,2980.0,1221,4.69,soukai,爽快ドラッグ
22,22,サンペレグリノ ペットボトル 炭酸水(500mL*24本入)【サンペレグリノ(s.pellegrino)】[ミネラルウォーター 水 激安],559901,水・ソフトドリンク,,,soukai:10049671,1560.0,9547,4.59,soukai,爽快ドラッグ
23,23,【澤井珈琲】　ポイント10倍　コーヒー専門店の200杯分入りブラジル・エクセレントブレンドコーヒー福袋（コーヒー/コーヒー豆/珈琲豆）,201405,水・ソフトドリンク,,,,,,,,
24,16,送料無料約200杯分入！感謝の珈琲福袋(冬・Qホン・Qニカ・Hコロ)コーヒー/コ-ヒ-/有名店のコーヒー豆/激安/格安/通販/送料無料/送料込み　グルメコーヒー豆専門加藤珈琲店【RCP】,502129,水・ソフトドリンク,,,gourmetcoffee:10003153,3148.0,16310,4.72,gourmetcoffee,グルメコーヒー豆専門！加藤珈琲店
25,30,コントレックス(1.5L*12本入)【コントレックス(CONTREX)】[ミネラルウォーター 水 激安],408228,水・ソフトドリンク,,,soukai:10043470,1520.0,16203,4.73,soukai,爽快ドラッグ
26,23,ポイント10倍　【澤井珈琲】　送料無料！澤井珈琲　一番人気のやくもブレンド200杯分入り　超大入コーヒー福袋　（コーヒー/コーヒー豆/珈琲豆）【最安値チャレンジ1201-3】【YDKG-t】,201405,水・ソフトドリンク,,,sawaicoffee-tea:10001266,1999.0,2788,4.73,sawaicoffee-tea,澤井珈琲Beans＆Leaf
27,27,19日23時59分で終了！カゴメ フルーツ＋野菜飲料ギフト2013年 【お歳暮/御歳暮】【RCP】,559993,水・ソフトドリンク,,,,,,,,
28,27,ちょっとセレブな珈琲福袋/輸入お菓子付(Qメキ・Qコロ・Qグァテ・Qエル)【RCP】,204897,水・ソフトドリンク,,,gourmetcoffee:10005296,3673.0,233,4.73,gourmetcoffee,グルメコーヒー豆専門！加藤珈琲店
29,29,【送料無料】【2ケースセット】クリスタルガイザー（500mL×48本）【D】（CRYSTAL GEYSER・海外名水・お水 ドリンク水・ミネラルウォータークリスタルガイザー 500ml　クリスタルガイザー） 【マラソン201310_最安値挑戦】 【1129dr_co】【RCP】,559887,水・ソフトドリンク,,,,,,,,
30,30,ポイント10倍　【澤井珈琲】新発売！1分で出来る コーヒー専門店のドリップバッグのお試し100杯福袋,506539,水・ソフトドリンク,,,,,,,,
31,1,送料無料★大容量 モバイルバッテリー5200mAhスマートフォン スマホ 充電器 電話携帯充電器 充電 ケーブル iphone4 iphone5 iphone5s iphone 4s アイフォン5 au ドコモ docomo対応 楽天 usb セール メール便専用 【マラソン201312_送料無料】【RCP】,560287,TV・オーディオ・カメラ,,,hobinavi:10335850,1980.0,10642,4.2,hobinavi,ホビナビ
32,2,【送料無料】防水10インチ　フルセグ受信チューナー搭載　ポータブルDVDプレーヤー　【IPX6級耐水相当/ポータブル/DVDプレーヤー/車載用/デジタル/コンパクト/防滴/高画質/IPX6/風呂/プール/アウトドア/地上デジタル放送/1seg/フルセグ】,410258,TV・オーディオ・カメラ,,,,,,,,
33,10,【お一人様2個限り】 microSDHCカード (マイクロSDHCカード) 32GB 高速転送 Class10 （クラス10 ）(microSD マイクロSD microSDカード マイクロSDカード microSDHC マイクロSDHC カード 32GB ) 上海問屋セレクト [メ04],507623,TV・オーディオ・カメラ,,,donya:10928978,1999.0,2205,4.63,donya,上海問屋
34,2,【クリスマスプレゼントに☆】電子ブックリーダーkobo glo（全4色）＆専用コットン製スリープカバーお得セット（リボンラッピング有）★【楽ギフ_包装】【送料無料】【即納】,560313,TV・オーディオ・カメラ,,,rakuten24-kobo:10000267,7980.0,23,4.39,rakuten24-kobo,楽天24 koboショップ
35,12,【2013年楽天年間ランキング1位】スマートフォン アイフォン5 充電器 スマホ モバイルバッテリー 携帯充電器 大容量 5600mAh iPhone5s iPhone5c iPhone5 【Apple純正ケーブル使用でiPhone5/5s/5c対応】【送料無料】【RCP】,509435,TV・オーディオ・カメラ,,,3rwebshop:10003428,3480.0,7283,4.26,3rwebshop,ココロミクラブ楽天市場店
36,6,【送料無料】maxzen（マクスゼン） J32SK01 [32V型（32型）32インチ 地上・BS・110度CSデジタルハイビジョン液晶テレビ],212910,TV・オーディオ・カメラ,,,,,,,,
37,8,iPhone5sケース　iPhone5ケース　iPhone4ケース　iPhone4sケース【アップルロゴマーク】★アルミケース★レビューを書くでメール便の送料が無料！【ポイント2倍】iPhone5アルミケース iPhone4sアルミケース　アイフォン5s　アイフォン4s　【液晶保護フィルム付】,555430,TV・オーディオ・カメラ,,,mobatetsu:10000010,1980.0,1990,4.33,mobatetsu,モバテツ
38,17,【スマホエントリーでポイント10倍】【iPhone5s ケース】【iPhone5 ケース】iPhone5/5S ケース リニア クリスタル シリーズ(全5色）【国内正規品】,555430,TV・オーディオ・カメラ,,,spigen:10000384,2940.0,643,4.23,spigen,SPIGEN SGP JAPAN 楽天市場店
39,14,【ご予約】【360日延長保証サービス】【正規代理店】【LIFEPROOF】fre iPhone5sケース 防水ケース 防塵 耐衝撃 ライフプルーフ ケース 海 プール スポーツ,555430,TV・オーディオ・カメラ,,,caseplay:10002403,9350.0,34,4.03,caseplay,caseplay
40,3,電子ブックリーダーKobo Aura【メーカー保証1年付】【楽ギフ_包装】【送料無料】,560313,TV・オーディオ・カメラ,,,rakuten24-kobo:10000262,12800.0,3,4.33,rakuten24-kobo,楽天24 koboショップ
41,11,【送料無料】　フジフィルム　チェキフィルム100枚　（50枚x2個）,110345,TV・オーディオ・カメラ,,,,,,,,
42,12,Panasonic(パナソニック)　500GB HDD内蔵 ブルーレイレコーダー DMR-BWT550 (USB HDD録画対応)　送料無料・クレジットカードOK,555506,TV・オーディオ・カメラ,,,,,,,,
43,13,シャープ 19V型ハイビジョン液晶テレビ「AQUOS」 LC－19K90（B）【送料無料】,212871,TV・オーディオ・カメラ,,,,,,,,
44,14,TOSHIBA(東芝) 32V型(32インチ/32型) 地上・BS・110度CSチューナー内蔵 ハイビジョン液晶テレビ REGZA(レグザ) 32S7(USB HDD録画対応) 送料無料・クレジットカードOK,212906,TV・オーディオ・カメラ,,,,,,,,
45,9,【送料無料】【今だけ！無料クリスマスラッピング】大容量バッテリー/iPhone5s iPhone5c iPhone5 充電器/スマートフォン/モバイルバッテリー/スマホ充電器/スマホバッテリー/iPhone充電器/iPhone5充電器/車/iPhone5/震災/災害時/非常時に備えて【12000mAh】,212719,TV・オーディオ・カメラ,,,funsfuns:10002308,2950.0,1727,4.17,funsfuns,トレンドストリート楽天市場店
46,20,iphone5sケース iphone5cケース アイフォン5sケース レザー iphone5ケース スマホケース アイフォン5cケース アイフォン5ケース 手帳型 カード収納 ブランド スマホカバー iPhone かわいい デコ スマホ iPhone5カバー 人気 皮 革 横開き かわいい デコ 人気,555430,TV・オーディオ・カメラ,,,teddyshop:10001434,1980.0,230,4.37,teddyshop,teddyショップ
47,26,【お一人様2個限り】 SDHCカード 32GB Class10 クラス10 SDカード 32GB Class10 【SDHCカード SDHC メモリーカード SDカード 32GB Class10 SDHC 32GB　class10 】 上海問屋セレクト [メ04],507617,TV・オーディオ・カメラ,,,donya:10657590,1699.0,33258,4.67,donya,上海問屋
48,21,DMR-BWT650-S【税込】 パナソニック 1TB HDD/2チューナー搭載 3D対応ブルーレイレコーダー Panasonic DIGA ディーガ [DMRBWT650S]【返品種別A】【送料無料】【RCP】,555508,TV・オーディオ・カメラ,,,jism:10877060,46530.0,10,4.9,jism,Joshin web 家電とPCの大型専門店
49,19,ブランドケース！★メール便無料★【レビューを書いて送料無料！！】【CHANEL 風】【Cマーク】モチーフiphone5/5sケース　/iPhone5/iPhone5sケース！好き必見!! 全2色(黒、ピンク）ゴージャスな大人仕様★iPhone5S / iphone5 ケース 代引不可,555430,TV・オーディオ・カメラ,,,,,,,,
50,20,富士フィルムNEWチェキ instax mini 8 　純正ハンドストラップ付き+フィルム50枚　【楽ギフ_包装】,100226,TV・オーディオ・カメラ,,,,,,,,
51,21,EX-ZS25-SR【税込】 カシオ デジタルカメラ「ZS25」（シルバー） CASIO　EXILIM(エクシリム)　EX-ZS25 [EXZS25SR]【返品種別A】【送料無料】【RCP】,213255,TV・オーディオ・カメラ,,,,,,,,
52,22,PRETTY LiTTLE DiGiTAL CAMERA BONZART Lit レッド ボンザート・リトおもちゃカメラ トイデジ トイカメラ ミニカメラ 女子カメラ キッズカメラ 子供用カメラ　コクジン　ストリートファイター【GDC-LIT/RD】 メンズノンノ　クリスマス　プレゼント,112619,TV・オーディオ・カメラ,,,,,,,,
53,6,[445]iPhone 5S/5C/5 オイルレザーケース/本革（栃木レザー）アイフォン5s アイフォン5C カバー iphone5c iphone5s ケース スマートフォン ポーチ ベルト iPhone5 携帯電話 スマホ case ブランド HUKURO by JACA JACA【RCP】,555430,TV・オーディオ・カメラ,,,jacajaca:10000730,5229.0,2137,4.66,jacajaca,JACA JACA
54,19,すごW録【録音＆録画機能!!】9インチ 高画質パネル搭載 ワンセグ ポータブルDVDプレーヤー　【すごW録/録音＆録画機能/地デジ視聴/ワンセグ/1seg/モニター/車載用キャリングバッグ付/DVD/DVDプレーヤー/ポータブルDVD】,410258,TV・オーディオ・カメラ,,,your-shop:10019600,8980.0,2737,4.09,your-shop,YOUR　SHOP　楽天市場店
55,25,【Edyショップ限定商品】iPhone/iPadでEdyチャージができるリーダーライター楽天Edyリーダー（ワイヤレス）パソリRC-S390【送料無料】【宅配便限定】,555441,TV・オーディオ・カメラ,,,,,,,,
56,26,【メール便送料無料！ iPhone5s iPhone5c iPhone5 ケース】 ディズニー クリアケース iPhone＋ カバー ディズニー キャラクター ミッキー ミニー プーさん スティッチ ドナルド ティンカーベル マイク デイジー アイフォン5s アイフォン5c アイフォン5 ケース,555430,TV・オーディオ・カメラ,,,,,,,,
57,27,当店限定オリジナルカラー登場！　【あす楽対応】 双眼鏡 ナシカ APRIO コンパクト 10x21CR-IR 10倍 オペラグラス コンサート ライブ スポーツ観戦 アウトドア 登山 1年間メーカー保証付　【楽天　最安値に挑戦中】　【HLS_DU】 【RCP】,551138,TV・オーディオ・カメラ,,,,,,,,
58,13,iPhone5sケース iPhone5ケース【オーロラ アップル】★アルミケース★レビューを書いてメール便送料無料！【ポイント2倍】iPhone5アルミケース アイフォン5 iPhone5sアルミケース アイフォン5sアルミケース 【液晶保護フィルム付】,555430,TV・オーディオ・カメラ,,,mobatetsu:10000081,2480.0,609,4.37,mobatetsu,モバテツ
59,29,【Deff直営ストア】＜＜　ただいまポイント10倍　＞＞【送料無料】アルミバンパー iPhone5S/5用（ケース）CLEAVE ALUMINUM BUMPER Mighty2for iPhone5S/52013年秋新作モデル,555430,TV・オーディオ・カメラ,,,,,,,,
60,30,Xperia Z1 f SO-02F 保護フィルム クリスタルアーマー 強化ガラス 両面 0.2mm 超薄膜ラウンドエッジフルフラット 【docomo xperia z1f 保護フィルム 衝撃吸収 ガラスフィルム エクスペリアz1f 液晶保護シート】【前面液晶/背面】【RCP】[12月19日入荷予定],560278,TV・オーディオ・カメラ,,,,,,,,
61,1,】楽天年間ランキング1位！送料無料300円130gの拘り裏起毛 タイツレディース レギンス10分丈 トレンカ 防寒インナーとして冷え対策にも◎通勤スーツや通学ワンピースに合わせてコーデ■メ■ヒートパンツ 暖かい タイツ,553462,レディースファッション,,,,,,,,
62,2,オトナのための『ゆるっとタートルカットソー』【レディース カットソー タートル 綿 100％ ワンピース】【メール便不可】,206486,レディースファッション,,,,,,,,
63,6,"≪11/30(土)緊急再販☆送料無料1,380円!!≫1晩で驚異の2000枚突破!?おうちで洗える♪選べる9Type[全18color]！[ワンピース/チュニック/トップス]カシミアタッチ☆シンプルニット[N555]【入荷済】レディース",303687,レディースファッション,,,mobacaba:10019824,1380.0,2742,3.99,mobacaba,神戸レタス （KOBE LETTUCE）
64,3,【送料無料】暖かい裏起毛カットソー長袖★秋冬に大活躍！ソフトな肌触り抜群な伸縮性、防寒インナーとして通勤通学に最適　ヒートインナートップス■メ■タートルネックカットソー　Vネック　ラウンドネック何枚でもほしい豊富なカラバリー,206486,レディースファッション,,,darkangel:10020528,500.0,21422,4.25,darkangel,Dark Angel
65,11,【ViVi＆JELLY掲載1月号＆GINGER＆JJ掲載12月号】【総合ランキング1位記念★送料無料×3990円】ボンディングダブルカラー美シルエットウエストマークマイクロファイバー中綿ジャケットコート[入荷済][あす楽対応],303719,レディースファッション,,,galstar:10009578,3990.0,1801,3.74,galstar,ギャルスター（GALSTAR）
66,5,[送料無料]philter(フィルター)秋冬新作★毎年激売れのシルエット!!スタンドカラーAラインウールコート(コート/Aライン/スタンドカラー/ダブルボタン/ウール/アウター/レディース) 【RCP】【一部予約】,303711,レディースファッション,,,luzllena:10007990,3000.0,991,4.01,luzllena,LuzLlena（ラズレナ）
67,7,中北成美c着★寒い日だってオシャレに乗り切る♪全7color！裏起毛カラーストレッチレギンス/レディース[M989]【入荷済】,403934,レディースファッション,,,,,,,,
68,8,【1050円×メール便送料無料】[GALSTAR]-1kg痩せ見えバージョンアップ本格デニムフィットひきしめストレッチ美脚デニムパンツ【返品交換不可】[予約],409358,レディースファッション,,,,,,,,
69,9,ゆるピタシルエで女度UP♪柄or無地[全12color]！ドルマンチュニックニットソーミニワンピース[E1079]【一部予約】レディース,206470,レディースファッション,,,,,,,,
70,10,【モエリーオリジナル】ボーダー中綿コート【MOERY】中綿・ジャケット・コート・ボリューム・ボーダーJK・防寒・セレブ・モモエリ・モエリー,206507,レディースファッション,,,,,,,,
71,29,≪期間限定☆送料無料!!≫藤後夏子c着★あったかさ『暖トツ』♪着る毛布！[全6色]！ウエストゴム☆ふわふわ裏起毛スウェットマキシスカート[M786]【一部予約】,206438,レディースファッション,,,mobacaba:10018389,2380.0,204,4.48,mobacaba,神戸レタス （KOBE LETTUCE）
72,12,SALE☆スプリングデイズオリジナルポケット付き無地カラー長袖ニットソーチュニック【メール便不可】88【由】【M/L/LL/3L】【大きいサイズ】,553031,レディースファッション,,,,,,,,
73,13,CECIL McBEE 【2014新春福袋】CECIL McBEE 福袋B,403911,レディースファッション,,,,,,,,
74,27,インナーパンツ付♪腹巻ウエストリブ楽ちんシンプルデザインふんわりフレアスカート サーキュラースカート ミニスカート■メ■ メール便対応・代引きの場合対象外★,206422,レディースファッション,,,darkangel:10000006,1500.0,11890,3.98,darkangel,Dark Angel
75,18,着回し優秀！大活躍間違いなしの“お姉さんスタイル。”『ざっくりケーブル編みタートルニットポンチョ。』【ポンチョ レディースポンチョ ニット ケーブル編み】【メール便不可】,303727,レディースファッション,,,osharewalker:10007192,2992.0,281,4.05,osharewalker,オシャレウォーカー　osharewalker
76,9,オシャレも寒さも妥協しない。ダウン80％のカジュアルに着られる本格防寒ロングダウンコート。撥水加工付きで雨や雪の日も活躍！/フード付き/ジップアップ/レディース【送料無料】◆Zootie（ズーティー）：特別送料無料！☆セール☆Diaryダウンロングコート,303719,レディースファッション,,,e-zakkamania:10033116,6999.0,551,4.07,e-zakkamania,イーザッカマニアストアーズ
77,17,ラフに着て、あったか可愛い。『kOhAKUボアフード付きカーディガン』【レディース アウター ミックスニット カーディガン ボア フード付き】【メール便不可】,403886,レディースファッション,,,,,,,,
78,18,【送料無料】SALE☆PastelLeaf無地カラーラウンドネック長袖ニットワンピース【メール便不可】88【由】【M/L/LL/3L】【大きいサイズ】,206470,レディースファッション,,,,,,,,
79,8,【再入荷】【メール便不可】【送料無料】暖か履き心地抜群裏起毛マキシスカートcocaオリジナル♪12月9日ロングスカートランキング1位（aw/ロングスカート/ロンスカ/無地/コカ/COCA/coca）,206438,レディースファッション,,,cocacoca:10004185,2690.0,411,4.28,cocacoca,coca「コカ」
80,16,】【AAAセット】max－5cm！脚を細くする！遠赤外線加工ぽかぽか♪ 着圧タイツ ・ 着圧 / 美脚 / むくみ防止 ！ 加圧 加工 タイツ / 加圧 レギンス ■メ■メール便対応・代引きの場合対象外,553462,レディースファッション,,,darkangel:10001024,880.0,7766,3.84,darkangel,Dark Angel
81,21,金澤ゆうプロデュース！ジャガードタックフレアースカート【メール便送料無料】数量限定発売♪,206421,レディースファッション,,,,,,,,
82,22,【送料無料】SALE☆northobjectスウェット地ウエスト切替え8分袖ワンピース【メール便不可】88【由】【M/L】【大きいサイズ】,206470,レディースファッション,,,,,,,,
83,30,【入荷済！期間限定500円×送料無料】+3℃発熱!!あったか裏起毛カットソー☆選べる2type＆12color☆【完全サンフラワータグ付き】 シルクのような肌触り 一度着たらきっとやみつきに・・・あったか発熱無地裏起毛インナー 裏起毛 ヒートウェア 裏起毛 カットソー,206486,レディースファッション,,,sunflower8:10001959,500.0,4239,4.31,sunflower8,Sunflower （サンフラワー）
84,24,MISCH MASCH 【2014新春福袋】MISCH MASCH 福袋,403911,レディースファッション,,,,,,,,
85,12,【着後、レビュー書いて送料無料】ふんわり広がるAラインが美しいフォックスファー付ダウンコート レディース/ロング ファー ロングコート/S/M/L/LL/XL/ /ジュエル[jewel]【楽ギフ_包装】02P13Dec13_m,303719,レディースファッション,,,shop-jewel:10001140,8480.0,1326,3.93,shop-jewel,jewel 楽天市場店
86,26,"薄軽ダウンジャケット（S,M,L,LL）",206507,レディースファッション,,,,,,,,
87,27,【ゲリラ☆アウターSALE★送料無料♪12月17日18:00～19日9:59マデ】■【再入荷】すごく軽くてストレスレス♪中綿ボリューム衿袖リブ長袖ミドル丈コート【メール便不可】,403889,レディースファッション,,,,,,,,
88,28,【32％OFF!!】美シルエットはそのまま♪もっちりとした生地感で上質な雰囲気★裏起毛あったかカラースキニー#5628,206676,レディースファッション,,,,,,,,
89,29,■レビューを書いて送料無料■【人気ブログ掲載】素材とサイズが選べる2タイプ/着回せる万能なアイテム/ウールタッチ&ソフト起毛のベーシックスカート(裏地付き)*5590*5600*1816【10】【メール便発送】*12月下旬発送予定です *,206428,レディースファッション,,,,,,,,
90,20,【AAAセット】体温を逃さない超厚手ヒート素材でしっかり防寒！抜群ストレッチで履き心地抜群！無地シンプルふわふわ裏起毛レギンス■メ■メール便対応・代引きの場合対象外,553462,レディースファッション,,,darkangel:10023033,1000.0,1098,4.14,darkangel,Dark Angel
91,21,【送料無料】コントレックス1.5L 12本【販売：楽天24】【HLS_DU】【楽ギフ_包装選択】【あす楽対応】,408228,水・ソフトドリンク,,,rakuten24:10135620,1480.0,81,4.56,rakuten24,楽天24
92,3,【正月 花 生花 アレンジ】門松風も！お正月 イチオシ！迎春華やかアレンジ & 花束！【送料無料】【楽ギフ_メッセ】【お正月　迎春　お歳暮　お年賀 お正月飾り】 【正月飾り】【和風 洋風 アレンジ 玄関】【あす楽対応】【RCP】【マラソン201312_送料無料】,202503,花・ガーデン・DIY,,,ohanakakumei:10002167,3980.0,104,4.55,ohanakakumei,プリティ　マーメイド
93,4,プリザーブドフラワー シンデレラ／ レビューを書いて 送料無料 即日 ケース付き メッセージカード無料 プロポーズ 結婚記念日 結婚祝い プリザ フラワー ガラスの靴 光る ギフト 結婚式 誕生日 告白 プレゼント 女友達 女の子 憧れ %off 【RCP】【HLS_DU】【楽ギフ_包装】,215136,花・ガーデン・DIY,,,flower-k:10000640,5250.0,246,4.49,flower-k,ブルーメンケイ
94,5,胡蝶蘭(コチョウラン)胡蝶蘭大輪3本立ち【楽ギフ_包装選択】【送料無料】お祝い開店祝い還暦祝い,209369,花・ガーデン・DIY,,,ebina-youran:10000000,10000.0,3521,4.56,ebina-youran,【胡蝶蘭の生産直売】海老名洋蘭園
95,10,★楽天1位 花★レビューを書くとクリアケース付♪【あす楽対応】【送料無料】プリザーブドフラワー16種から選べる♪パレット クリスマス ギフト 女性 誕生日 プレゼント 花 フラワーギフト 退職祝い【楽ギフ_メッセ】【RCP】【HLS_DU】【マラソン201312_送料無料】花,215146,花・ガーデン・DIY,,,hanayoshi:10001099,2980.0,6710,4.58,hanayoshi,フラワーマーケット花由
96,2,【エントリーでポイント10倍！12/17 10:00～12/20 9：59まで】ジーロック フローリング 床材 [ジーロックフローリング 厚さ4mm×幅150mm×長さ936mm×12枚入（約1.68平米）],100895,花・ガーデン・DIY,,,kabegamiyahonpo:10073418,5980.0,350,4.33,kabegamiyahonpo,壁紙屋本舗・カベガミヤホンポ
97,6,イルミネーション ソーラー LED 充電式 100球 カラーはグリーン/レッド/ピンク/ホワイト/ブルー/ブルー＆ホワイト/ミックス/シャンパンゴールド ソーラーLED ライト 屋外用 防水加工 防雨型 ソーラーイルミネーションライト　クリスマスショップ 【10P30Nov13】,209399,花・ガーデン・DIY,,,,,,,,
98,12,クリスマスにも◎楽天156週1位！花束【送料無料】【誕生日】【あす楽対応】【メッセージカード付き】【楽ギフ_メッセ】フラワー 送別 退職 祝い 記念日 花 プレゼント ギフト 即日発送 お正月にも【あす楽_土曜営業】！【マラソン201312_送料無料】,110006,花・ガーデン・DIY,,,ohanakakumei:10000893,2980.0,9800,4.5,ohanakakumei,プリティ　マーメイド
99,6,【送料無料】【迎春◎お正月生花アレンジメント】【門松風生花アレンジ～花結び】【年越し特集】12/28～12/31の間で日時指定OK！正月 お歳暮 迎春 お年賀 お正月飾り 花 フラワーアレンジ フラワーギフト【マラソン201312_送料無料】【RCP】,202503,花・ガーデン・DIY,,,hanayoshi:10000468,3980.0,196,4.6,hanayoshi,フラワーマーケット花由
100,23,★楽天1位X‘mas一番売れた花ギフト★人気バラのアレンジ【レビューでポイント3倍】 自由が丘から贈るバラのアレンジメント・ブーケ/花束/即日発送/フラワーギフト/メッセージカード付き/誕生日/送料無料/ 退職祝い/誕生日プレゼント/母/女性/女友達【HLS_DU】正月飾り,209343,花・ガーデン・DIY,,,flowerkitchen:10000532,3850.0,3095,4.57,flowerkitchen,FlowerKitchenJIYUGAOKA
101,10,バラ50本の花束　送料無料4980円！100本のバラの花束・還暦祝い60本のばらにも調整OKお祝・誕生日に贈るバラ花束・指定日配達対応【あす楽・翌日配達】,209342,花・ガーデン・DIY,,,,,,,,
102,11,【エントリーでポイント10倍！12/17 10:00～12/20 9：59まで】【送料無料】漆喰　しっくい　[練済み漆喰「ベジタウォール(Vegeta WALL)」 1缶18kg入り（約10～14平米・畳 約7.5枚分）],100894,花・ガーデン・DIY,,,,,,,,
